species,words
Malus pumila," Davidson also notes a further connection between fertility and apples in Norse mythology in chapter 2 of the Völsunga saga when the major goddess Frigg sends King Rerir an apple after he prays to Odin for a child, Frigg's messenger (in the guise of a crow) drops the apple in his lap as he sits atop a mound"
Malus pumila, Rerir's wife's consumption of the apple results in a six-year pregnancy and the Caesarean section birth of their son—the hero Völsung
Malus pumila,"Further, Davidson points out the ""strange"" phrase ""Apples of Hel"" used in an 11th-century poem by the skald Thorbiorn Brúnarson"
Malus pumila, She states this may imply that the apple was thought of by Brúnarson as the food of the dead
Malus pumila," Further, Davidson notes that the potentially Germanic goddess Nehalennia is sometimes depicted with apples and that parallels exist in early Irish stories"
Malus pumila," Davidson asserts that while cultivation of the apple in Northern Europe extends back to at least the time of the Roman Empire and came to Europe from the Near East, the native varieties of apple trees growing in Northern Europe are small and bitter"
Malus pumila," Davidson concludes that in the figure of Iðunn ""we must have a dim reflection of an old symbol: that of the guardian goddess of the life-giving fruit of the other world"
Malus pumila,"""


=== Greek mythology ===

Apples appear in many religious traditions, often as a mystical or forbidden fruit"
Malus pumila," One of the problems identifying apples in religion, mythology and folktales is that the word ""apple"" was used as a generic term for all (foreign) fruit, other than berries, including nuts, as late as the 17th century"
Malus pumila," For instance, in Greek mythology, the Greek hero Heracles, as a part of his Twelve Labours, was required to travel to the Garden of the Hesperides and pick the golden apples off the Tree of Life growing at its center"
Malus pumila,"The Greek goddess of discord, Eris, became disgruntled after she was excluded from the wedding of Peleus and Thetis"
Malus pumila," In retaliation, she tossed a golden apple inscribed Καλλίστη (Kalliste, sometimes transliterated Kallisti, ""For the most beautiful one""), into the wedding party"
Malus pumila," Three goddesses claimed the apple: Hera, Athena, and Aphrodite"
Malus pumila, Paris of Troy was appointed to select the recipient
Malus pumila," After being bribed by both Hera and Athena, Aphrodite tempted him with the most beautiful woman in the world, Helen of Sparta"
Malus pumila," He awarded the apple to Aphrodite, thus indirectly causing the Trojan War"
Malus pumila,"The apple was thus considered, in ancient Greece, sacred to Aphrodite"
Malus pumila," To throw an apple at someone was to symbolically declare one's love; and similarly, to catch it was to symbolically show one's acceptance of that love"
Malus pumila," An epigram claiming authorship by Plato states:
I throw the apple at you, and if you are willing to love me, take it and share your girlhood with me; but if your thoughts are what I pray they are not, even then take it, and consider how short-lived is beauty"
Malus pumila,"

Atalanta, also of Greek mythology, raced all her suitors in an attempt to avoid marriage"
Malus pumila," She outran all but Hippomenes (also known as Melanion, a name possibly derived from melon the Greek word for both ""apple"" and fruit in general), who defeated her by cunning, not speed"
Malus pumila," Hippomenes knew that he could not win in a fair race, so he used three golden apples (gifts of Aphrodite, the goddess of love) to distract Atalanta"
Malus pumila," It took all three apples and all of his speed, but Hippomenes was finally successful, winning the race and Atalanta's hand"
Malus pumila,"


=== Christian art ===

Though the forbidden fruit of Eden in the Book of Genesis is not identified, popular Christian tradition has held that it was an apple that Eve coaxed Adam to share with her"
Malus pumila," The origin of the popular identification with a fruit unknown in the Middle East in biblical times is found in confusion between the Latin words mālum (an apple) and mălum (an evil), each of which is normally written malum"
Malus pumila," The tree of the forbidden fruit is called ""the tree of the knowledge of good and evil"" in Genesis 2:17, and the Latin for ""good and evil"" is bonum et malum"
Malus pumila,Renaissance painters may also have been influenced by the story of the golden apples in the Garden of Hesperides
Malus pumila," As a result, in the story of Adam and Eve, the apple became a symbol for knowledge, immortality, temptation, the fall of man into sin, and sin itself"
Malus pumila," The larynx in the human throat has been called the ""Adam's apple"" because of a notion that it was caused by the forbidden fruit remaining in the throat of Adam"
Malus pumila," The apple as symbol of sexual seduction has been used to imply human sexuality, possibly in an ironic vein"
Malus pumila,"


=== Proverb ===
The proverb, ""An apple a day keeps the doctor away"", addressing the supposed health benefits of the fruit, has been traced to 19th-century Wales, where the original phrase was ""Eat an apple on going to bed, and you'll keep the doctor from earning his bread"""
Malus pumila," In the 19th century and early 20th, the phrase evolved to ""an apple a day, no doctor to pay"" and ""an apple a day sends the doctor away""; the phrasing now commonly used was first recorded in 1922"
Malus pumila," Despite the proverb, there is no evidence that eating an apple daily has a significant health effect"
Malus pumila,"


== Cultivars ==

There are more than 7,500 known cultivars of apples"
Malus pumila," Cultivars vary in their yield and the ultimate size of the tree, even when grown on the same rootstock"
Malus pumila, Different cultivars are available for temperate and subtropical climates
Malus pumila," The UK's National Fruit Collection, which is the responsibility of the Department of Environment, Food, and Rural Affairs, includes a collection of over 2,000 cultivars of apple tree in Kent"
Malus pumila," The University of Reading, which is responsible for developing the UK national collection database, provides access to search the national collection"
Malus pumila, The University of Reading's work is part of the European Cooperative Programme for Plant Genetic Resources of which there are 38 countries participating in the Malus/Pyrus work group
Malus pumila,"The UK's national fruit collection database contains much information on the characteristics and origin of many apples, including alternative names for what is essentially the same ""genetic"" apple cultivar"
Malus pumila," Most of these cultivars are bred for eating fresh (dessert apples), though some are cultivated specifically for cooking (cooking apples) or producing cider"
Malus pumila," Cider apples are typically too tart and astringent to eat fresh, but they give the beverage a rich flavor that dessert apples cannot"
Malus pumila,Commercially popular apple cultivars are soft but crisp
Malus pumila," Other desirable qualities in modern commercial apple breeding are a colorful skin, absence of russeting, ease of shipping, lengthy storage ability, high yields, disease resistance, common apple shape, and developed flavor"
Malus pumila," Modern apples are generally sweeter than older cultivars, as popular tastes in apples have varied over time"
Malus pumila," Most North Americans and Europeans favor sweet, subacid apples, but tart apples have a strong minority following"
Malus pumila," Extremely sweet apples with barely any acid flavor are popular in Asia, especially the Indian Subcontinent "
Malus pumila,"Old cultivars are often oddly shaped, russeted, and grow in a variety of textures and colors"
Malus pumila," Some find them to have better flavor than modern cultivars, but they may have other problems that make them commercially unviable—low yield, disease susceptibility, poor tolerance for storage or transport, or just being the ""wrong"" size"
Malus pumila," A few old cultivars are still produced on a large scale, but many have been preserved by home gardeners and farmers that sell directly to local markets"
Malus pumila, Many unusual and locally important cultivars with their own unique taste and appearance exist; apple conservation campaigns have sprung up around the world to preserve such local cultivars from extinction
Malus pumila," In the United Kingdom, old cultivars such as 'Cox's Orange Pippin' and 'Egremont Russet' are still commercially important even though by modern standards they are low yielding and susceptible to disease"
Malus pumila,"

		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		


== Cultivation ==


=== Breeding ===

Many apples grow readily from seeds"
Malus pumila," However, more than with most perennial fruits, apples must be propagated asexually by grafting to obtain the sweetness and other desirable characteristics of the parent"
Malus pumila," This is because seedling apples are an example of ""extreme heterozygotes"", in that rather than inheriting genes from their parents to create a new apple with parental characteristics, they are instead significantly different from their parents, perhaps to compete with the many pests"
Malus pumila," Triploid cultivars have an additional reproductive barrier in that 3 sets of chromosomes cannot be divided evenly during meiosis, yielding unequal segregation of the chromosomes (aneuploids)"
Malus pumila," Even in the case when a triploid plant can produce a seed (apples are an example), it occurs infrequently, and seedlings rarely survive"
Malus pumila,"Because apples do not breed true when planted as seeds, grafting is generally used to produce new apple trees"
Malus pumila," The rootstock used for the bottom of the graft can be selected to produce trees of a large variety of sizes, as well as changing the winter hardiness, insect and disease resistance, and soil preference of the resulting tree"
Malus pumila, Dwarf rootstocks can be used to produce very small trees (less than 3
Malus pumila,"0 m (10 ft) high at maturity), which bear fruit earlier in their life cycle than full size trees"
Malus pumila," Dwarf rootstocks for apple trees can be traced as far back as 300 BC, to the area of Persia and Asia Minor"
Malus pumila, Alexander the Great sent samples of dwarf apple trees to Aristotle's Lyceum
Malus pumila, Dwarf rootstocks became common by the 15th century and later went through several cycles of popularity and decline throughout the world
Malus pumila, The majority of the rootstocks used today to control size in apples were developed in England in the early 1900s
Malus pumila," The East Malling Research Station conducted extensive research into rootstocks, and today their rootstocks are given an ""M"" prefix to designate their origin"
Malus pumila," Rootstocks marked with an ""MM"" prefix are Malling-series cultivars later crossed with trees of 'Northern Spy' in Merton, England"
Malus pumila,"Most new apple cultivars originate as seedlings, which either arise by chance or are bred by deliberately crossing cultivars with promising characteristics"
Malus pumila," The words ""seedling"", ""pippin"", and ""kernel"" in the name of an apple cultivar suggest that it originated as a seedling"
Malus pumila, Apples can also form bud sports (mutations on a single branch)
Malus pumila, Some bud sports turn out to be improved strains of the parent cultivar
Malus pumila, Some differ sufficiently from the parent tree to be considered new cultivars
Malus pumila,"Since the 1930s, the Excelsior Experiment Station at the University of Minnesota has introduced a steady progression of important apples that are widely grown, both commercially and by local orchardists, throughout Minnesota and Wisconsin"
Malus pumila," Its most important contributions have included 'Haralson' (which is the most widely cultivated apple in Minnesota), 'Wealthy', 'Honeygold', and 'Honeycrisp'"
Malus pumila,"
Apples have been acclimatized in Ecuador at very high altitudes, where they can often, with the needed factors, provide crops twice per year because of constant temperate conditions year-round"
Malus pumila,"


=== Pollination ===

Apples are self-incompatible; they must cross-pollinate to develop fruit"
Malus pumila," During the flowering each season, apple growers often utilize pollinators to carry pollen"
Malus pumila, Honey bees are most commonly used
Malus pumila, Orchard mason bees are also used as supplemental pollinators in commercial orchards
Malus pumila," Bumblebee queens are sometimes present in orchards, but not usually in sufficient number to be significant pollinators"
Malus pumila,"There are four to seven pollination groups in apples, depending on climate:

Group A – Early flowering, 1 to 3 May in England ('Gravenstein', 'Red Astrachan')
Group B – 4 to 7 May ('Idared', 'McIntosh')
Group C – Mid-season flowering, 8 to 11 May ('Granny Smith', 'Cox's Orange Pippin')
Group D – Mid/late season flowering, 12 to 15 May ('Golden Delicious', 'Calville blanc d'hiver')
Group E – Late flowering, 16 to 18 May ('Braeburn', 'Reinette d'Orléans')
Group F – 19 to 23 May ('Suntan')
Group H – 24 to 28 May ('Court-Pendu Gris' – also called Court-Pendu plat)One cultivar can be pollinated by a compatible cultivar from the same group or close (A with A, or A with B, but not A with C or D)"
Malus pumila,"Cultivars are sometimes classified by the day of peak bloom in the average 30-day blossom period, with pollenizers selected from cultivars within a 6-day overlap period"
Malus pumila,"


=== Maturation and harvest ===

Cultivars vary in their yield and the ultimate size of the tree, even when grown on the same rootstock"
Malus pumila," Some cultivars, if left unpruned, grow very large—letting them bear more fruit, but making harvesting more difficult"
Malus pumila," Depending on tree density (number of trees planted per unit surface area), mature trees typically bear 40–200 kg (90–440 lb) of apples each year, though productivity can be close to zero in poor years"
Malus pumila, Apples are harvested using three-point ladders that are designed to fit amongst the branches
Malus pumila, Trees grafted on dwarfing rootstocks bear about 10–80 kg (20–180 lb) of fruit per year
Malus pumila,Farms with apple orchards open them to the public so consumers can pick their own apples
Malus pumila,Crops ripen at different times of the year according to the cultivar
Malus pumila," Cultivar that yield their crop in the summer include 'Gala', 'Golden Supreme', 'McIntosh', 'Transparent', 'Primate', 'Sweet Bough', and 'Duchess'; fall producers include 'Fuji', 'Jonagold', 'Golden Delicious', 'Red Delicious', 'Chenango', 'Gravenstein', 'Wealthy', 'McIntosh', 'Snow', and 'Blenheim'; winter producers include 'Winesap', 'Granny Smith', 'King', 'Wagener', 'Swayzie', 'Greening', and 'Tolman Sweet'"
Malus pumila,"


=== Storage ===

Commercially, apples can be stored for some months in controlled atmosphere chambers to delay ethylene-induced ripening"
Malus pumila, Apples are commonly stored in chambers with higher concentrations of carbon dioxide and high air filtration
Malus pumila, This prevents ethylene concentrations from rising to higher amounts and preventing ripening from occurring too quickly
Malus pumila,"
For home storage, most cultivars of apple can be held for approximately two weeks when kept at the coolest part of the refrigerator (i"
Malus pumila,e
Malus pumila, below 5 °C)
Malus pumila, Some can be stored up to a year without significant degradation
Malus pumila, Some varieties of apples (e
Malus pumila,g
Malus pumila, 'Granny Smith' and 'Fuji') have more than three times the storage life of others
Malus pumila,"Non-organic apples may be sprayed with 1-methylcyclopropene blocking the apples' ethylene receptors, temporarily preventing them from ripening"
Malus pumila,"


=== Pests and diseases ===

Apple trees are susceptible to a number of fungal and bacterial diseases and insect pests"
Malus pumila," Many commercial orchards pursue a program of chemical sprays to maintain high fruit quality, tree health, and high yields"
Malus pumila," These prohibit the use of synthetic pesticides, though some older pesticides are allowed"
Malus pumila," Organic methods include, for instance, introducing its natural predator to reduce the population of a particular pest"
Malus pumila,"
A wide range of pests and diseases can affect the plant"
Malus pumila," Three of the more common diseases or pests are mildew, aphids, and apple scab"
Malus pumila,"

Mildew is characterized by light grey powdery patches appearing on the leaves, shoots and flowers, normally in spring"
Malus pumila, The flowers turn a creamy yellow color and do not develop correctly
Malus pumila, This can be treated similarly to Botrytis—eliminating the conditions that caused the disease and burning the infected plants are among recommended actions
Malus pumila,"
Aphids are a small insect"
Malus pumila," Five species of aphids commonly attack apples: apple grain aphid, rosy apple aphid, apple aphid, spirea aphid, and the woolly apple aphid"
Malus pumila," The aphid species can be identified by color, time of year, and by differences in the cornicles (small paired projections from their rear)"
Malus pumila, Aphids feed on foliage using needle-like mouth parts to suck out plant juices
Malus pumila," When present in high numbers, certain species reduce tree growth and vigor"
Malus pumila,"
Apple scab: Apple scab causes leaves to develop olive-brown spots with a velvety texture that later turn brown and become cork-like in texture"
Malus pumila," The disease also affects the fruit, which also develops similar brown spots with velvety or cork-like textures"
Malus pumila, Apple scab is spread through fungus growing in old apple leaves on the ground and spreads during warm spring weather to infect the new year's growth
Malus pumila,"Among the most serious disease problems are a bacterial disease called fireblight, and two fungal diseases: Gymnosporangium rust and black spot"
Malus pumila, Other pests that affect apple trees include Codling moths and apple maggots
Malus pumila," Young apple trees are also prone to mammal pests like mice and deer, which feed on the soft bark of the trees, especially in winter"
Malus pumila," The larvae of the apple clearwing moth (red-belted clearwing) burrow through the bark and into the phloem of apple trees, potentially causing significant damage"
Malus pumila,"


== Production ==

World production of apples in 2017 was 83"
Malus pumila,"1 million tonnes, with China producing 50% and Europe including Turkey producing 17% of the total (table)"
Malus pumila," Other significant producers each with 3–5% of the world total were the United States, Turkey, and Poland"
Malus pumila,"


== Nutrition ==
A raw apple is 86% water and 14% carbohydrates, with negligible content of fat and protein (table)"
Malus pumila, A reference serving of a raw apple with skin weighing 100 grams provides 52 calories and a moderate content of dietary fiber
Malus pumila," Otherwise, there is low content of all micronutrients (table)"
Malus pumila,"


== Human consumption ==

All parts of the fruit, including the skin, except for the seeds, are suitable for human consumption"
Malus pumila," The core, from stem to bottom, containing the seeds, is usually not eaten and is discarded"
Malus pumila,"
Apples can be consumed various ways: juice, raw in salads, baked in pies, cooked into sauces and spreads like apple butter, and other baked dishes"
Malus pumila,Several techniques are used to preserve apples and apple products
Malus pumila," Apples can be canned, dried or frozen"
Malus pumila, Canned or frozen apples are eventually baked into pies or other cooked dishes
Malus pumila, Apple juice or cider is also bottled
Malus pumila, Apple juice is often concentrated and frozen
Malus pumila,"


=== Popular uses ===
Apples are often eaten raw"
Malus pumila, Cultivars bred for raw consumption are termed dessert or table apples
Malus pumila,"

In the UK, a toffee apple is a traditional confection made by coating an apple in hot toffee and allowing it to cool"
Malus pumila, Similar treats in the U
Malus pumila,S
Malus pumila, are candy apples (coated in a hard shell of crystallized sugar syrup) and caramel apples (coated with cooled caramel)
Malus pumila,"
Apples are eaten with honey at the Jewish New Year of Rosh Hashanah to symbolize a sweet new year"
Malus pumila,"Apples are an important ingredient in many desserts, such as apple pie, apple crumble, apple crisp and apple cake"
Malus pumila," When cooked, some apple cultivars easily form a puree known as apple sauce"
Malus pumila, Apples are also made into apple butter and apple jelly
Malus pumila, They are often baked or stewed and are also (cooked) in some meat dishes
Malus pumila," Dried apples can be eaten or reconstituted (soaked in water, alcohol or some other liquid)"
Malus pumila,"
Apples are milled or pressed to produce apple juice, which may be drunk unfiltered (called apple cider in North America), or filtered"
Malus pumila," Filtered juice is often concentrated and frozen, then reconstituted later and consumed"
Malus pumila," Apple juice can be fermented to make cider (called hard cider in North America), ciderkin, and vinegar"
Malus pumila," Through distillation, various alcoholic beverages can be produced, such as applejack, Calvados, and apfelwein"
Malus pumila,"


=== Organic production ===
Organic apples are commonly produced in the United States"
Malus pumila," Due to infestations by key insects and diseases, organic production is difficult in Europe"
Malus pumila," The use of pesticides containing chemicals, such as sulfur, copper, microorganisms, viruses, clay powders, or plant extracts (pyrethrum, neem) has been approved by the EU Organic Standing Committee to improve organic yield and quality"
Malus pumila," A light coating of kaolin, which forms a physical barrier to some pests, also may help prevent apple sun scalding"
Malus pumila,"


=== Phytochemicals ===
Apple skins and seeds contain various phytochemicals, particularly polyphenols which are under preliminary research for their potential health effects"
Malus pumila,"


=== Non-browning apples ===
The enzyme, polyphenol oxidase, causes browning in sliced or bruised apples, by catalyzing the oxidation of phenolic compounds to o-quinones, a browning factor"
Malus pumila," Browning reduces apple taste, color, and food value"
Malus pumila," Arctic Apples, a non-browning group of apples introduced to the United States market in 2019, have been genetically modified to silence the expression of polyphenol oxidase, thereby delaying a browning effect and improving apple eating quality"
Malus pumila," The US Food and Drug Administration in 2015, and Canadian Food Inspection Agency in 2017, determined that Arctic apples are as safe and nutritious as conventional apples"
Malus pumila,"


=== Other products ===
Apple seed oil is obtained by pressing apple seeds for manufacturing cosmetics"
Malus pumila,"


=== Research ===
Preliminary research is investigating whether apple consumption may affect the risk of some types of cancer"
Malus pumila,"


=== Allergy ===
One form of apple allergy, often found in northern Europe, is called birch-apple syndrome and is found in people who are also allergic to birch pollen"
Malus pumila," Allergic reactions are triggered by a protein in apples that is similar to birch pollen, and people affected by this protein can also develop allergies to other fruits, nuts, and vegetables"
Malus pumila," Reactions, which entail oral allergy syndrome (OAS), generally involve itching and inflammation of the mouth and throat, but in rare cases can also include life-threatening anaphylaxis"
Malus pumila, This reaction only occurs when raw fruit is consumed—the allergen is neutralized in the cooking process
Malus pumila," The variety of apple, maturity and storage conditions can change the amount of allergen present in individual fruits"
Malus pumila, Long storage times can increase the amount of proteins that cause birch-apple syndrome
Malus pumila,"In other areas, such as the Mediterranean, some individuals have adverse reactions to apples because of their similarity to peaches"
Malus pumila," This form of apple allergy also includes OAS, but often has more severe symptoms, such as vomiting, abdominal pain and urticaria, and can be life-threatening"
Malus pumila, Individuals with this form of allergy can also develop reactions to other fruits and nuts
Malus pumila," Cooking does not break down the protein causing this particular reaction, so affected individuals cannot eat raw or cooked apples"
Malus pumila," Freshly harvested, over-ripe fruits tend to have the highest levels of the protein that causes this reaction"
Malus pumila,Breeding efforts have yet to produce a hypoallergenic fruit suitable for either of the two forms of apple allergy
Malus pumila,"


=== Toxicity of seeds ===
Apple seeds contain small amounts of amygdalin, a sugar and cyanide compound known as a cyanogenic glycoside"
Malus pumila," Ingesting small amounts of apple seeds causes no ill effects, but consumption of extremely large doses can cause adverse reactions"
Malus pumila," It may take several hours before the poison takes effect, as cyanogenic glycosides must be hydrolyzed before the cyanide ion is released"
Malus pumila, The United States National Library of Medicine's Hazardous Substances Data Bank records no cases of amygdalin poisoning from consuming apple seeds
Malus pumila,"


== See also ==


== References ==


== Further reading ==
Books

Browning, F"
Malus pumila, (1999)
Malus pumila, Apples: The Story of the Fruit of Temptation
Malus pumila, North Point Press
Malus pumila, ISBN 978-0-86547-579-3
Malus pumila,"
Mabberley, D"
Malus pumila,"J; Juniper, B"
Malus pumila,E (2009)
Malus pumila, The Story of the Apple
Malus pumila, Timber Press
Malus pumila, ISBN 978-1-60469-172-6
Malus pumila,"
""Humor and Philosophy Relating to Apples"""
Malus pumila, Reading Eagle
Malus pumila," Reading, PA"
Malus pumila, 2 November 1933
Malus pumila, Retrieved 24 May 2019
Malus pumila,"


== External links ==
Apple (fruit and tree) at the Encyclopædia Britannica
Malus pumila Mill"
Malus pumila, (accepted name)
Ostrya virginiana,"Ostrya virginiana, the American hophornbeam, is a species of Ostrya native to eastern North America, from Nova Scotia west to southern Manitoba and eastern Wyoming, southeast to northern Florida and southwest to eastern Texas"
Ostrya virginiana," Populations from Mexico and Central America are also regarded as the same species, although some authors prefer to separate them as a distinct species, Ostrya guatemalensis"
Ostrya virginiana,"  Other names include eastern hophornbeam, hardhack (in New England), ironwood, and leverwood"
Ostrya virginiana,"


== Description ==
American hophornbeam is a small deciduous understory tree growing to 18 m (59 ft) tall and 20–50 centimetres (8–20 in) trunk diameter"
Ostrya virginiana," The bark is brown to gray-brown, with narrow shaggy plates flaking off, while younger twigs and branches are smoother and gray, with small lenticels"
Ostrya virginiana, Very young twigs are sparsely fuzzy to thickly hairy; the hairs (trichomes) drop off by the next year
Ostrya virginiana,"The leaves are ovoid-acute, 5–13 cm (2–5 in) long and 4–6 cm (1 1⁄2–2 1⁄4 in) broad, pinnately veined, with a doubly serrated margin"
Ostrya virginiana," The upper surface is mostly hairless, while the lower surface is sparsely to moderately fuzzy (rarely densely hairy)"
Ostrya virginiana,The flowers are catkins (spikes) produced in early spring at the same time as the new leaves appear
Ostrya virginiana," The staminate (male) catkins are 2–5 cm (3⁄4–2 in) long, and arranged in groups of 1–4"
Ostrya virginiana," The pistillate (female) catkins are 8–15 mm (5⁄16–19⁄32 in) long, containing 10–30 flowers each"
Ostrya virginiana,Pollinated female flowers develop into small nutlets 3–5 mm (1⁄8–3⁄16 in) long fully enclosed in a papery sac-shaped involucre 10–18 mm (3⁄8–11⁄16 in) long and 8–10 mm (5⁄16–3⁄8 in) wide
Ostrya virginiana, The involucre changes from greenish-white to dull brown as the fruit matures
Ostrya virginiana,"American hophornbeam is similar to its close relative American hornbeam (Carpinus caroliniana), which can be distinguished by its smooth bark and nutlets enclosed in open, three-lobed bracts"
Ostrya virginiana,"

		
		
		
		


== Subdivisions ==
There are two subspecies:

Ostrya virginiana subsp"
Ostrya virginiana, guatemalensis (H
Ostrya virginiana,J
Ostrya virginiana,P
Ostrya virginiana,Winkl
Ostrya virginiana,) A
Ostrya virginiana,E
Ostrya virginiana,"Murray – central and southern Mexico, Guatemala, Honduras, El Salvador
Ostrya virginiana subsp"
Ostrya virginiana," virginiana – eastern half of United States, eastern CanadaPopulations along the Atlantic coast have slightly smaller leaves, and are sometimes separated as O"
Ostrya virginiana, virginiana var
Ostrya virginiana, lasia Fernald
Ostrya virginiana,"


== Ecology ==
The buds and catkins are important source of winter food for some birds, notably ruffed grouse (Bonasa umbellus)"
Ostrya virginiana," Additionally, the nutlets and buds are eaten by birds, deer, and rabbits"
Ostrya virginiana,"


== Uses ==
It is grown as an ornamental plant and is sometimes used as a street tree"
Ostrya virginiana,"
Its wood is very resilient and is valued for making tool handles and fence posts"
Ostrya virginiana,"
Being a diffuse porous hardwood and having extremely high density and resistance to compression, it is an excellent material for the construction of wooden longbows"
Ostrya virginiana,"


== References ==

Metzger, F"
Ostrya virginiana, T
Ostrya virginiana, (1990)
Ostrya virginiana," ""Ostrya virginiana"""
Ostrya virginiana,"  In Burns, Russell M"
Ostrya virginiana,"; Honkala, Barbara H"
Ostrya virginiana, (eds
Ostrya virginiana,)
Ostrya virginiana, Hardwoods
Ostrya virginiana, Silvics of North America
Ostrya virginiana," Washington, D"
Ostrya virginiana,C
Ostrya virginiana,": United States Forest Service (USFS), United States Department of Agriculture (USDA)"
Ostrya virginiana, 2 – via Southern Research Station (www
Ostrya virginiana,srs
Ostrya virginiana,fs
Ostrya virginiana,fed
Ostrya virginiana,us)
Ostrya virginiana,"


== External links ==
Bioimages: Ostrya virginiana"
Ostrya virginiana,"
University of Wisconsin – Green Bay"
Ostrya virginiana, Trees of Wisconsin
Ostrya virginiana, Ostrya virginiana
Ostrya virginiana,"
Virginia Tech Dendrology"
Ostrya virginiana, Ostrya virginiana Fact Sheet
Ostrya virginiana,"
University of Connecticut"
Ostrya virginiana, Plants Database
Ostrya virginiana, Ostrya virginiana
Ostrya virginiana,"
Trees, Shrubs, and Woody Vines of North Carolina"
Ostrya virginiana, Hophornbeam (Ostrya virginiana)
Ostrya virginiana,"
Yale University"
Ostrya virginiana, Cyber Flora
Ostrya virginiana, Ostrya virginiana
Ostrya virginiana,
Pinus echinata,"Pinus echinata, the shortleaf pine, is a species of pine native to the eastern United States from southernmost New York, south to northern Florida, west to eastern Oklahoma, and southwest to eastern Texas"
Pinus echinata," The tree is variable in form, sometimes straight, sometimes crooked, with an irregular crown"
Pinus echinata, This tree reaches heights of 20–30 metres (65–100 ft) with a trunk diameter of 0
Pinus echinata,5–0
Pinus echinata,9 metres (1 ft 8 in–2 ft 11 in)
Pinus echinata,"
The leaves are needle-like, in fascicles (bundles) of two and three mixed together, and from 7–11 cm (2 3⁄4–4 1⁄4 in) long"
Pinus echinata," The cones are 4–7 cm (1 1⁄2–2 3⁄4 in) long, with thin scales with a transverse keel and a short prickle"
Pinus echinata,  They open at maturity but are persistent
Pinus echinata, Shortleaf pine seedlings develop a persistent J-shaped crook near the ground surface
Pinus echinata, Axillary and other buds form near the crook and initiate growth if the upper stem is killed by fire or is severed
Pinus echinata,"
This pine is a source of wood pulp, plywood veneer, and lumber for a variety of uses"
Pinus echinata," The shortleaf pine is one of the southern US ""southern yellow pines; it is also occasionally called southern yellow pine or the shortstraw pine"
Pinus echinata, Shortleaf pine has the largest range of the southern US yellow pines
Pinus echinata,"

This pine occupies a variety of habitats from rocky uplands to wet flood plains"
Pinus echinata, It frequently hybridizes naturally with loblolly pine and pitch pine where their ranges intersect
Pinus echinata,"


== References ==


== External links ==
 Media related to Pinus echinata at Wikimedia Commons
Gymnosperm Database: Pinus echinata
NCRS: USDA Plants Profile: Pinus echinata"
Pinus pungens,"Table Mountain pine, Pinus pungens, also called hickory pine, prickly pine, or mountain pine, is a small pine native to the Appalachian Mountains in the United States"
Pinus pungens,"


== Description ==
Pinus pungens is a tree of modest size (6–12 m), and has a rounded, irregular shape"
Pinus pungens," The needles are in bundles of two, occasionally three, yellow-green to mid green, fairly stout, and 4–7 cm long"
Pinus pungens, The pollen is released early compared to other pines in the area to minimize hybridization
Pinus pungens," The cones are very short-stalked (almost sessile), ovoid, pale pinkish to yellowish buff, and 4–9 cm long; each scale bears a stout, sharp spine 4–10 mm long"
Pinus pungens, Sapling trees can bear cones in a little as 5 years
Pinus pungens,"
Buds ovoid to cylindric, red-brown, 0"
Pinus pungens,6-0
Pinus pungens,"9 cm, resinous"
Pinus pungens,"

This pine prefers dry conditions and is mostly found on rocky slopes, preferring higher elevations, from 300–1760 m altitude"
Pinus pungens," It commonly grows as single scattered trees or small groves, not in large forests like most other pines, and needs periodic disturbances for seedling establishment"
Pinus pungens,"


== In culture ==
Pinus pungens is the Lonesome Pine of the 1908 novel The Trail of the Lonesome Pine by John Fox, and popularised in the Laurel and Hardy film Way out West:

On the Blue Ridge Mountains of Virginia
On the Trail of the Lonesome PineSeveral ""Lonesome Pine"" hiking trails have been waymarked in the Blue Ridge Mountains and elsewhere in the Appalachians"
Pinus pungens,"


== References ==

Farjon, A"
Pinus pungens," & Frankis, M"
Pinus pungens, P
Pinus pungens, (2002)
Pinus pungens, Pinus pungens
Pinus pungens, Curtis's Botanical Magazine 19: 97-103
Pinus pungens,"


== External links ==
Flora of North America: Pinus pungens info and P"
Pinus pungens," pungens Range Map
Pinus pungens images at bioimages"
Pinus pungens,vanderbilt
Pinus pungens,edu
Pinus resinosa,"Pinus resinosa, known as red pine or Norway pine, is a pine native to North America"
Pinus resinosa," It occurs from Newfoundland west to Manitoba, and south to Pennsylvania, with several smaller, disjunct populations occurring in the Appalachian Mountains in Virginia and West Virginia, as well as a few small pockets in extreme northern New Jersey and northern Illinois"
Pinus resinosa,The red pine is the state tree of Minnesota
Pinus resinosa," In Minnesota the use of the name ""Norway"" may stem from early Scandinavian immigrants who likened the red pines to forests back home"
Pinus resinosa,"


== Description ==
Red pine is a coniferous evergreen tree characterized by tall, straight growth in a variety of habitats"
Pinus resinosa," It usually ranges from 20–35 m (66–115 ft) in height and 1 m (3 ft 3 in) in trunk diameter, exceptionally reaching 43"
Pinus resinosa,77 m (143 ft 7 in) tall
Pinus resinosa," The crown is conical, becoming a narrow rounded dome with age"
Pinus resinosa," The bark is thick and gray-brown at the base of the tree, but thin, flaky and bright orange-red in the upper crown; the tree's name derives from this distinctive character"
